Diario;Día de la Semana;Mes;Pedidos;Facturación;Ingreso neto;Coste producto;Coste envío y embalaje;Coste forma de pago;Beneficio;Carrito Medio;Coste Producto Medio;Bº por Venta;x;Tráfico España;Tráfico Portugal;Tráfico Francia;Tráfico Italia;Tráfico UK;Tráfico IE;Tráfico México;Tráfico Chile;Tráfico TOTAL;x2;Coste ADS España;Coste ADS Portugal;Coste ADS Francia;Coste ADS Italia;Coste ADS UK;Coste ADS IE;Coste ADS México;Coste ADS Chile;TOTAL Coste ADS EroticFeel;x3;Tráfico ADS España;Tráfico ADS Portugal;Tráfico ADS Francia;Tráfico ADS Italia;Tráfico ADS UK;Tráfico ADS IE;Tráfico ADS México;Tráfico ADS Chile;Tráfico TOTAL ADS EroticFeel
03/03/2022;jueves;marzo;68; 3.441,51 € ; 2.780,29 € ; 1.502,77 € ; 269,00 € ; 51,94 € ; 951,79 € ; 50,61 € ; 22,10 € ; 14,00 € ;x;2.029 ;300 ;140 ;222 ;181 ;40 ;846 ;227 ;3.985 ;x; 229,87 € ; 88,84 € ; 43,29 € ; 48,22 € ; 75,14 € ;; 313,31 € ;; 798,67 € ;x;725 ;206;92;185;132;22;703;180;2245
04/03/2022;viernes;marzo;39; 1.727,15 € ; 1.425,72 € ; 730,70 € ; 186,16 € ; 25,57 € ; 480,88 € ; 44,29 € ; 18,74 € ; 12,33 € ;x;2.052 ;280 ;136 ;183 ;160 ;50 ;385 ;149 ;3.395 ;x; 268,46 € ; 105,04 € ; 52,68 € ; 37,97 € ; 72,48 € ;; 77,37 € ;; 614,00 € ;x;953 ;201;98;145;119;18;251;122;1907
05/03/2022;sábado;marzo;41; 2.413,87 € ; 1.998,92 € ; 1.127,72 € ; 210,71 € ; 32,25 € ; 625,86 € ; 58,87 € ; 27,51 € ; 15,26 € ;x;1.908 ;287 ;119 ;170 ;156 ;50 ;160 ;142 ;2.992 ;x; 278,81 € ; 104,93 € ; 46,06 € ; 38,93 € ; 84,78 € ;; -   € ;; 553,51 € ;x;1.031 ;215;83;129;123;34;31;122;1768
06/03/2022;domingo;marzo;37; 2.096,10 € ; 1.690,27 € ; 984,59 € ; 207,15 € ; 21,86 € ; 471,93 € ; 56,65 € ; 26,61 € ; 12,75 € ;x;1.791 ;295 ;131 ;190 ;184 ;54 ;374 ;186 ;3.205 ;x; 230,76 € ; 97,13 € ; 52,93 € ; 31,91 € ; 103,03 € ;; 95,56 € ;; 611,32 € ;x;820 ;200;92;136;150;29;248;156;1831
07/03/2022;lunes;marzo;57; 3.290,10 € ; 2.683,20 € ; 1.568,24 € ; 321,54 € ; 38,77 € ; 749,91 € ; 57,72 € ; 27,51 € ; 13,16 € ;x;1.994 ;284 ;121 ;203 ;148 ;45 ;607 ;206 ;3.608 ;x; 207,54 € ; 92,47 € ; 30,99 € ; 34,03 € ; 63,53 € ;; 209,03 € ;; 637,59 € ;x;670 ;178;63;142;93;17;495;180;1838
08/03/2022;martes;marzo;44; 2.559,68 € ; 2.138,55 € ; 1.255,16 € ; 217,76 € ; 27,43 € ; 635,83 € ; 58,17 € ; 28,53 € ; 14,45 € ;x;1.717 ;242 ;123 ;184 ;141 ;46 ;507 ;187 ;3.147 ;x; 203,36 € ; 80,04 € ; 39,35 € ; 40,37 € ; 114,61 € ;; 147,67 € ;; 625,40 € ;x;589 ;158;56;145;102;22;398;137;1607
09/03/2022;miércoles;marzo;62; 3.147,31 € ; 2.601,31 € ; 1.373,02 € ; 314,22 € ; 48,58 € ; 865,51 € ; 50,76 € ; 22,15 € ; 13,96 € ;x;1.926 ;243 ;86 ;186 ;115 ;55 ;623 ;221 ;3.455 ;x; 174,48 € ; 69,70 € ; 26,27 € ; 35,81 € ; 67,50 € ;; 181,11 € ;; 554,87 € ;x;558 ;157;48;138;84;27;517;182;1711
10/03/2022;jueves;marzo;47; 2.674,26 € ; 2.232,50 € ; 1.063,69 € ; 249,74 € ; 38,64 € ; 880,46 € ; 56,90 € ; 22,63 € ; 18,73 € ;x;1.569 ;245 ;87 ;180 ;124 ;32 ;518 ;142 ;2.897 ;x; 174,17 € ; 75,38 € ; 23,15 € ; 33,51 € ; 92,16 € ;; 128,12 € ;; 526,49 € ;x;579 ;163;47;137;87;18;371;107;1509
11/03/2022;viernes;marzo;36; 2.128,77 € ; 1.799,96 € ; 942,70 € ; 195,42 € ; 27,69 € ; 634,16 € ; 59,13 € ; 26,19 € ; 17,62 € ;x;1.380 ;194 ;99 ;159 ;100 ;37 ;367 ;154 ;2.490 ;x; 145,51 € ; 62,73 € ; 31,25 € ; 35,50 € ; 67,21 € ;; 100,66 € ;; 442,86 € ;x;537 ;131;50;121;60;25;263;113;1300
12/03/2022;sábado;marzo;19; 1.031,46 € ; 882,32 € ; 448,55 € ; 134,58 € ; 11,69 € ; 287,49 € ; 54,29 € ; 23,61 € ; 15,13 € ;x;1.208 ;200 ;89 ;116 ;92 ;46 ;123 ;126 ;2.000 ;x; 176,44 € ; 64,76 € ; 40,58 € ; 26,13 € ; 66,25 € ;; -   € ;; 374,16 € ;x;540 ;126;59;88;61;20;20;76;990
13/03/2022;domingo;marzo;33; 1.843,92 € ; 1.506,19 € ; 844,99 € ; 145,58 € ; 24,09 € ; 483,43 € ; 55,88 € ; 25,61 € ; 14,65 € ;x;1.524 ;197 ;109 ;159 ;116 ;58 ;369 ;169 ;2.701 ;x; 168,10 € ; 68,61 € ; 38,29 € ; 46,40 € ; 45,97 € ;; 113,76 € ;; 481,13 € ;x;617 ;144;68;116;66;33;267;122;1433
14/03/2022;lunes;marzo;33; 1.838,89 € ; 1.252,00 € ; 698,17 € ; 160,12 € ; 22,51 € ; 322,57 € ; 55,72 € ; 21,16 € ; 9,77 € ;x;1.029 ;114 ;58 ;136 ;124 ;39 ;538 ;142 ;2.180 ;x; 48,01 € ; 6,97 € ; 2,04 € ; 26,48 € ; 59,03 € ;; 120,04 € ;; 262,57 € ;x;177 ;42;13;99;80;23;378;106;918
15/03/2022;martes;marzo;34; 1.797,84 € ; 1.460,16 € ; 687,00 € ; 207,08 € ; 29,87 € ; 525,79 € ; 52,88 € ; 20,21 € ; 15,46 € ;x;947 ;84 ;46 ;169 ;103 ;56 ;498 ;127 ;2.030 ;x; 8,78 € ; 0,19 € ; -   € ; 30,47 € ; 54,83 € ;; 133,44 € ;; 227,71 € ;x;57 ;23;0;112;68;24;356;91;731
16/03/2022;miércoles;marzo;28; 1.562,74 € ; 1.353,73 € ; 648,84 € ; 158,59 € ; 26,46 € ; 519,86 € ; 55,81 € ; 23,17 € ; 18,57 € ;x;900 ;95 ;45 ;162 ;133 ;35 ;615 ;146 ;2.131 ;x; 11,38 € ; 0,37 € ; -   € ; 31,37 € ; 69,30 € ;; 121,64 € ;; 234,06 € ;x;46 ;23;3;113;78;14;495;106;878
17/03/2022;jueves;marzo;29; 1.383,70 € ; 1.147,96 € ; 580,58 € ; 136,40 € ; 25,05 € ; 405,92 € ; 47,71 € ; 20,02 € ; 14,00 € ;x;1.187 ;64 ;36 ;190 ;143 ;45 ;835 ;143 ;2.643 ;x; 7,81 € ; 0,22 € ; -   € ; 36,44 € ; 91,59 € ;; 130,62 € ;; 266,68 € ;x;38 ;18;2;119;97;31;694;105;1104
18/03/2022;viernes;marzo;23; 1.420,78 € ; 1.179,38 € ; 587,31 € ; 116,45 € ; 19,45 € ; 456,15 € ; 61,77 € ; 25,54 € ; 19,83 € ;x;1.339 ;71 ;43 ;133 ;109 ;47 ;745 ;139 ;2.626 ;x; 7,10 € ; 0,22 € ; -   € ; 30,80 € ; 76,47 € ;; 114,62 € ;; 229,21 € ;x;37 ;26;4;88;74;32;617;113;991
19/03/2022;sábado;marzo;17; 1.069,74 € ; 911,80 € ; 473,47 € ; 113,75 € ; 13,23 € ; 311,35 € ; 62,93 € ; 27,85 € ; 18,31 € ;x;723 ;60 ;37 ;130 ;120 ;47 ;688 ;128 ;1.933 ;x; 8,91 € ; 0,99 € ; -   € ; 24,30 € ; 61,92 € ;; 119,24 € ;; 215,36 € ;x;43 ;15;5;100;81;34;581;98;957
20/03/2022;domingo;marzo;26; 1.927,39 € ; 1.606,42 € ; 798,13 € ; 160,62 € ; 20,14 € ; 627,53 € ; 74,13 € ; 30,70 € ; 24,14 € ;x;764 ;78 ;40 ;147 ;129 ;74 ;209 ;151 ;1.592 ;x; 12,80 € ; 0,48 € ; -   € ; 33,44 € ; 107,89 € ;; 8,70 € ;; 163,31 € ;x;37 ;22;1;108;96;40;72;108;484
21/03/2022;lunes;marzo;31; 1.658,22 € ; 1.318,30 € ; 698,82 € ; 177,40 € ; 15,51 € ; 424,09 € ; 53,49 € ; 22,54 € ; 13,68 € ;x;1.254 ;153 ;57 ;150 ;117 ;61 ;132 ;182 ;2.106 ;x; 94,24 € ; 43,47 € ; 14,06 € ; 41,41 € ; 58,11 € ;; 0,00 € ;; 251,29 € ;x;335 ;82;13;116;57;38;17;119;777
22/03/2022;martes;marzo;36; 2.305,02 € ; 1.913,72 € ; 1.047,08 € ; 216,20 € ; 27,47 € ; 622,97 € ; 64,03 € ; 29,09 € ; 17,30 € ;x;1.148 ;216 ;64 ;107 ;84 ;56 ;104 ;142 ;1.921 ;x; 100,98 € ; 56,37 € ; 18,15 € ; 13,32 € ; 22,19 € ;; -   € ;; 211,01 € ;x;326 ;138;20;61;24;31;12;102;714
23/03/2022;miércoles;marzo;26; 1.266,74 € ; 1.047,32 € ; 663,83 € ; 178,38 € ; 14,41 € ; 190,74 € ; 48,72 € ; 25,53 € ; 7,34 € ;x;967 ;181 ;53 ;121 ;79 ;69 ;584 ;176 ;2.230 ;x; 83,71 € ; 59,42 € ; 8,41 € ; 20,44 € ; 24,65 € ;; 98,64 € ;; 295,27 € ;x;256 ;134;15;74;37;50;499;138;1203
24/03/2022;jueves;marzo;34; 1.625,17 € ; 1.359,43 € ; 675,72 € ; 276,16 € ; 20,74 € ; 386,85 € ; 47,80 € ; 19,87 € ; 11,38 € ;x;1.079 ;166 ;55 ;93 ;78 ;47 ;647 ;127 ;2.292 ;x; 89,70 € ; 45,32 € ; 5,78 € ; 16,61 € ; 16,33 € ;; 121,66 € ;; 295,40 € ;x;290 ;116;16;62;25;26;563;91;1189
25/03/2022;viernes;marzo;31; 2.027,51 € ; 1.726,77 € ; 1.031,25 € ; 216,66 € ; 22,82 € ; 456,03 € ; 65,40 € ; 33,27 € ; 14,71 € ;x;1.215 ;186 ;72 ;108 ;71 ;51 ;631 ;163 ;2.497 ;x; 140,12 € ; 77,68 € ; 6,37 € ; 20,76 € ; 21,27 € ;; 116,26 € ;; 382,46 € ;x;396 ;131;20;70;28;39;564;127;1375
26/03/2022;sábado;marzo;34; 1.656,33 € ; 1.361,30 € ; 755,87 € ; 209,46 € ; 19,91 € ; 375,99 € ; 48,72 € ; 22,23 € ; 11,06 € ;x;1.181 ;201 ;46 ;108 ;72 ;58 ;638 ;172 ;2.476 ;x; 137,46 € ; 79,47 € ; 5,43 € ; 17,56 € ; 29,18 € ;; 110,90 € ;; 380,00 € ;x;474 ;142;16;68;41;48;543;132;1464
27/03/2022;domingo;marzo;24; 1.374,79 € ; 1.134,29 € ; 597,22 € ; 154,41 € ; 19,62 € ; 363,03 € ; 57,28 € ; 24,88 € ; 15,13 € ;x;1.164 ;167 ;61 ;99 ;75 ;54 ;758 ;147 ;2.525 ;x; 166,28 € ; 52,35 € ; 12,71 € ; 15,24 € ; 28,12 € ;; 132,97 € ;; 407,67 € ;x;490 ;112;24;66;36;36;680;108;1552
28/03/2022;lunes;marzo;56; 3.302,26 € ; 2.780,39 € ; 1.541,53 € ; 289,20 € ; 35,04 € ; 914,61 € ; 58,97 € ; 27,53 € ; 16,33 € ;x;1.218 ;165 ;75 ;126 ;67 ;79 ;796 ;163 ;2.689 ;x; 188,18 € ; 57,27 € ; 14,88 € ; 20,55 € ; 17,93 € ;; 139,86 € ;; 438,67 € ;x;522 ;99;34;80;31;57;692;123;1638
29/03/2022;martes;marzo;45; 3.015,53 € ; 2.541,86 € ; 1.455,62 € ; 257,27 € ; 36,71 € ; 792,29 € ; 67,01 € ; 32,35 € ; 17,61 € ;x;1.487 ;168 ;87 ;115 ;66 ;63 ;778 ;175 ;2.939 ;x; 412,43 € ; 47,89 € ; 16,47 € ; 22,59 € ; 27,87 € ;; 141,96 € ;; 669,21 € ;x;764 ;108;37;79;31;47;662;126;1854
30/03/2022;miércoles;marzo;47; 2.613,65 € ; 2.181,97 € ; 1.299,73 € ; 200,95 € ; 38,89 € ; 642,38 € ; 55,61 € ; 27,65 € ; 13,67 € ;x;1.811 ;153 ;102 ;161 ;68 ;58 ;144 ;145 ;2.642 ;x; 520,04 € ; 47,98 € ; 27,06 € ; 32,27 € ; 20,21 € ;; -   € ;; 647,56 € ;x;974 ;97;53;116;30;35;31;105;1441
31/03/2022;jueves;marzo;47; 2.974,21 € ; 2.416,05 € ; 1.513,95 € ; 204,10 € ; 36,85 € ; 658,77 € ; 63,28 € ; 32,21 € ; 14,02 € ;x;1.469 ;111 ;105 ;72 ;49 ;54 ;108 ;77 ;2.045 ;x; 250,81 € ; 12,83 € ; 12,02 € ; 5,66 € ; 1,57 € ;; -   € ;; 282,89 € ;x;631 ;50;33;28;8;34;15;38;837
01/04/2022;viernes;abril;34; 1.830,36 € ; 1.517,50 € ; 960,74 € ; 204,25 € ; 26,09 € ; 321,27 € ; 53,83 € ; 28,26 € ; 9,45 € ;x;1.330 ;97 ;76 ;53 ;29 ;54 ;107 ;56 ;1.802 ;x; 163,13 € ; 2,07 € ; 11,58 € ; 0,07 € ; -   € ;; -   € ;; 176,85 € ;x;514 ;23;27;6;2;36;10;12;630
02/04/2022;sábado;abril;23; 1.538,53 € ; 1.313,44 € ; 764,58 € ; 159,96 € ; 24,33 € ; 364,59 € ; 66,89 € ; 33,24 € ; 15,85 € ;x;1.204 ;60 ;97 ;41 ;41 ;59 ;108 ;38 ;1.648 ;x; 177,82 € ; 0,35 € ; 24,27 € ; 0,14 € ; 0,16 € ;; -   € ;; 202,74 € ;x;538 ;20;46;6;2;41;4;9;666
03/04/2022;domingo;abril;30; 1.762,55 € ; 1.495,17 € ; 783,79 € ; 172,55 € ; 23,69 € ; 515,12 € ; 58,75 € ; 26,13 € ; 17,17 € ;x;1.171 ;80 ;95 ;43 ;44 ;45 ;115 ;55 ;1.648 ;x; 175,81 € ; 3,72 € ; 16,68 € ; -   € ; -   € ;; -   € ;; 196,21 € ;x;527 ;26;32;7;2;31;8;6;639
04/04/2022;lunes;abril;34; 1.732,28 € ; 1.432,28 € ; 781,14 € ; 179,37 € ; 26,31 € ; 443,07 € ; 50,95 € ; 22,97 € ; 13,03 € ;x;1.365 ;95 ;99 ;55 ;46 ;58 ;707 ;44 ;2.469 ;x; 90,30 € ; 7,91 € ; 17,96 € ; 0,25 € ; -   € ;; 114,42 € ;; 230,84 € ;x;310 ;27;38;8;1;42;584;10;1020
05/04/2022;martes;abril;40; 2.505,03 € ; 2.084,19 € ; 1.283,90 € ; 178,32 € ; 26,06 € ; 595,90 € ; 62,63 € ; 32,10 € ; 14,90 € ;x;1.475 ;106 ;132 ;66 ;62 ;81 ;772 ;52 ;2.746 ;x; 105,78 € ; 8,14 € ; 15,71 € ; 0,14 € ; 0,01 € ;; 123,92 € ;; 253,70 € ;x;301 ;29;35;4;4;42;630;7;1052
06/04/2022;miércoles;abril;31; 2.184,50 € ; 1.832,44 € ; 1.037,79 € ; 149,25 € ; 41,19 € ; 604,26 € ; 70,47 € ; 33,48 € ; 19,49 € ;x;1.181 ;76 ;107 ;52 ;33 ;61 ;758 ;43 ;2.311 ;x; 181,23 € ; 4,37 € ; 12,51 € ; 0,49 € ; 1,36 € ;; 127,09 € ;; 327,05 € ;x;339 ;27;33;4;2;34;647;9;1095
07/04/2022;jueves;abril;25; 1.256,00 € ; 1.056,69 € ; 663,19 € ; 112,08 € ; 15,16 € ; 266,24 € ; 50,24 € ; 26,53 € ; 10,65 € ;x;1.386 ;89 ;75 ;40 ;51 ;37 ;695 ;36 ;2.409 ;x; 257,20 € ; 3,64 € ; 8,61 € ; -   € ; 0,41 € ;; 115,67 € ;; 385,53 € ;x;404 ;36;22;2;3;25;602;6;1100
08/04/2022;viernes;abril;42; 2.327,32 € ; 1.907,75 € ; 1.155,04 € ; 169,44 € ; 27,10 € ; 553,79 € ; 55,41 € ; 27,50 € ; 13,19 € ;x;1.430 ;67 ;91 ;54 ;37 ;43 ;627 ;28 ;2.377 ;x; 96,34 € ; 3,37 € ; 10,75 € ; 0,31 € ; 1,38 € ;; 101,83 € ;; 213,98 € ;x;313 ;15;24;5;4;22;515;3;901
09/04/2022;sábado;abril;16; 869,28 € ; 742,66 € ; 374,78 € ; 110,70 € ; 11,83 € ; 245,35 € ; 54,33 € ; 23,42 € ; 15,33 € ;x;1.143 ;87 ;72 ;62 ;35 ;41 ;564 ;32 ;2.036 ;x; 143,13 € ; 3,86 € ; 9,14 € ; 0,02 € ; 0,55 € ;; 93,60 € ;; 250,30 € ;x;449 ;22;20;6;6;27;466;1;997
10/04/2022;domingo;abril;27; 1.836,77 € ; 1.519,51 € ; 1.014,34 € ; 130,87 € ; 19,10 € ; 355,23 € ; 68,03 € ; 37,57 € ; 13,16 € ;x;1.182 ;73 ;74 ;30 ;43 ;45 ;602 ;25 ;2.074 ;x; 152,62 € ; 5,85 € ; 6,68 € ; 0,16 € ; -   € ;; 97,50 € ;; 262,81 € ;x;446 ;23;20;2;4;19;493;3;1010
11/04/2022;lunes;abril;38; 1.840,36 € ; 1.578,30 € ; 887,97 € ; 190,83 € ; 30,26 € ; 469,28 € ; 48,43 € ; 23,37 € ; 12,35 € ;x;1.207 ;80 ;82 ;44 ;44 ;52 ;521 ;39 ;2.069 ;x; 165,87 € ; 5,39 € ; 4,79 € ; 0,22 € ; -   € ;; 88,48 € ;; 264,75 € ;x;395 ;29;22;4;3;40;414;6;913
12/04/2022;martes;abril;25; 1.365,68 € ; 1.114,85 € ; 663,33 € ; 154,47 € ; 16,40 € ; 278,25 € ; 54,63 € ; 26,53 € ; 11,13 € ;x;1.217 ;112 ;84 ;41 ;33 ;46 ;144 ;42 ;1.719 ;x; 113,20 € ; 3,72 € ; 7,63 € ; 0,05 € ; -   € ;; -   € ;; 124,60 € ;x;312 ;26;22;8;1;29;26;5;429
13/04/2022;miércoles;abril;25; 1.335,16 € ; 1.124,98 € ; 657,56 € ; 144,11 € ; 19,73 € ; 303,57 € ; 53,41 € ; 26,30 € ; 12,14 € ;x;1.253 ;93 ;78 ;38 ;43 ;38 ;99 ;32 ;1.674 ;x; 95,84 € ; 6,47 € ; 8,50 € ; 0,01 € ; 0,29 € ;; -   € ;; 111,11 € ;x;278 ;26;23;3;2;24;12;8;376
14/04/2022;jueves;abril;10; 651,16 € ; 540,36 € ; 301,71 € ; 40,75 € ; 12,80 € ; 185,13 € ; 65,12 € ; 30,17 € ; 18,51 € ;x;1.064 ;70 ;72 ;30 ;35 ;35 ;472 ;30 ;1.808 ;x; 68,67 € ; 5,68 € ; 6,21 € ; -   € ; 0,25 € ;; 94,59 € ;; 175,40 € ;x;223 ;28;15;3;3;29;407;3;711
15/04/2022;viernes;abril;14; 683,05 € ; 593,81 € ; 316,64 € ; 70,40 € ; 13,45 € ; 193,32 € ; 48,79 € ; 22,62 € ; 13,81 € ;x;1.113 ;53 ;66 ;38 ;43 ;43 ;582 ;21 ;1.959 ;x; 81,33 € ; 2,86 € ; 5,24 € ; 0,01 € ; 0,03 € ;; 98,51 € ;; 187,98 € ;x;221 ;18;16;4;4;27;504;3;797
16/04/2022;sábado;abril;15; 1.356,34 € ; 1.136,47 € ; 632,63 € ; 67,08 € ; 23,68 € ; 413,07 € ; 90,42 € ; 42,18 € ; 27,54 € ;x;1.040 ;57 ;66 ;47 ;33 ;48 ;593 ;22 ;1.906 ;x; 65,62 € ; 4,12 € ; 3,68 € ; 0,04 € ; 0,06 € ;; 94,36 € ;; 167,88 € ;x;219 ;21;13;3;3;30;514;3;806
17/04/2022;domingo;abril;17; 1.191,86 € ; 986,14 € ; 644,09 € ; 104,71 € ; 20,32 € ; 217,02 € ; 70,11 € ; 37,89 € ; 12,77 € ;x;1.018 ;116 ;70 ;82 ;32 ;63 ;637 ;27 ;2.045 ;x; 60,56 € ; 29,69 € ; 5,37 € ; 0,09 € ; 0,22 € ;; 102,26 € ;; 198,19 € ;x;197 ;55;12;4;3;20;565;2;858
18/04/2022;lunes;abril;29; 1.506,94 € ; 1.155,18 € ; 581,69 € ; 110,25 € ; 27,71 € ; 433,15 € ; 51,96 € ; 20,06 € ; 14,94 € ;x;1.106 ;106 ;70 ;65 ;42 ;69 ;741 ;27 ;2.226 ;x; 45,37 € ; 6,51 € ; 7,02 € ; 0,03 € ; -   € ;; 124,67 € ;; 183,60 € ;x;157 ;33;18;6;5;25;624;4;872
19/04/2022;martes;abril;38; 1.720,82 € ; 1.424,62 € ; 777,84 € ; 186,53 € ; 17,45 € ; 442,82 € ; 45,28 € ; 20,47 € ; 11,65 € ;x;1.327 ;83 ;60 ;63 ;39 ;58 ;706 ;35 ;2.371 ;x; 52,45 € ; 10,71 € ; 7,51 € ; 0,01 € ; 0,37 € ;; 120,27 € ;; 191,32 € ;x;189 ;24;18;6;6;32;582;7;864
20/04/2022;miércoles;abril;31; 1.610,34 € ; 1.280,52 € ; 704,06 € ; 150,29 € ; 23,46 € ; 397,94 € ; 51,95 € ; 22,71 € ; 12,84 € ;x;1.377 ;84 ;142 ;47 ;33 ;53 ;732 ;23 ;2.491 ;x; 69,96 € ; 4,75 € ; 25,02 € ; 0,09 € ; 0,28 € ;; 118,46 € ;; 218,56 € ;x;297 ;33;82;4;5;33;594;3;1051
21/04/2022;jueves;abril;33; 1.749,20 € ; 1.419,82 € ; 801,62 € ; 140,61 € ; 25,03 € ; 450,17 € ; 53,01 € ; 24,29 € ; 13,64 € ;x;1.375 ;91 ;92 ;48 ;41 ;39 ;676 ;27 ;2.389 ;x; 90,41 € ; 4,49 € ; 12,58 € ; 0,01 € ; -   € ;; 109,02 € ;; 216,51 € ;x;286 ;31;27;2;0;32;554;0;932
22/04/2022;viernes;abril;29; 1.568,12 € ; 1.292,64 € ; 706,28 € ; 177,34 € ; 19,31 € ; 384,92 € ; 54,07 € ; 24,35 € ; 13,27 € ;x;1.831 ;95 ;71 ;53 ;34 ;37 ;140 ;42 ;2.303 ;x; 161,52 € ; 11,43 € ; 8,34 € ; -   € ; 0,69 € ;; -   € ;; 181,98 € ;x;616 ;37;23;0;5;27;24;6;738
23/04/2022;sábado;abril;15; 1.013,23 € ; 840,59 € ; 466,41 € ; 100,62 € ; 10,84 € ; 262,71 € ; 67,55 € ; 31,09 € ; 17,51 € ;x;1.326 ;74 ;77 ;38 ;34 ;33 ;103 ;32 ;1.717 ;x; 103,40 € ; 3,03 € ; 17,16 € ; 0,04 € ; 0,03 € ;; -   € ;; 123,66 € ;x;464 ;24;38;4;2;22;7;1;562
24/04/2022;domingo;abril;20; 1.325,30 € ; 1.093,54 € ; 666,24 € ; 150,61 € ; 21,39 € ; 255,32 € ; 66,27 € ; 33,31 € ; 12,77 € ;x;1.209 ;67 ;99 ;55 ;38 ;47 ;122 ;50 ;1.687 ;x; 93,79 € ; 5,69 € ; 9,84 € ; 0,02 € ; -   € ;; -   € ;; 109,34 € ;x;349 ;26;23;3;1;29;10;6;447
25/04/2022;lunes;abril;31; 1.712,54 € ; 1.444,42 € ; 810,65 € ; 136,84 € ; 30,63 € ; 466,32 € ; 55,24 € ; 26,15 € ; 15,04 € ;x;1.282 ;83 ;81 ;58 ;48 ;38 ;594 ;40 ;2.224 ;x; 83,76 € ; 7,84 € ; 3,93 € ; 0,60 € ; 0,45 € ;; 96,19 € ;; 192,77 € ;x;320 ;33;10;2;4;18;473;3;863
26/04/2022;martes;abril;31; 1.683,16 € ; 1.414,97 € ; 804,48 € ; 127,94 € ; 29,23 € ; 453,36 € ; 54,30 € ; 25,95 € ; 14,62 € ;x;1.164 ;69 ;59 ;58 ;47 ;38 ;373 ;29 ;1.837 ;x; 84,32 € ; 5,81 € ; -   € ; 0,23 € ; -   € ;; 84,43 € ;; 174,79 € ;x;298 ;19;1;4;3;23;246;4;598
27/04/2022;miércoles;abril;29; 1.509,25 € ; 1.308,80 € ; 645,56 € ; 154,60 € ; 24,99 € ; 483,66 € ; 52,04 € ; 22,26 € ; 16,68 € ;x;1.173 ;95 ;69 ;48 ;44 ;40 ;309 ;26 ;1.804 ;x; 89,87 € ; 4,54 € ; -   € ; -   € ; 0,20 € ;; 106,32 € ;; 200,93 € ;x;366 ;42;2;1;4;22;207;3;647
28/04/2022;jueves;abril;32; 1.986,03 € ; 1.642,69 € ; 903,35 € ; 114,50 € ; 26,71 € ; 598,14 € ; 62,06 € ; 28,23 € ; 18,69 € ;x;1.515 ;79 ;62 ;54 ;46 ;49 ;249 ;28 ;2.082 ;x; 156,27 € ; 6,22 € ; -   € ; 0,02 € ; 0,01 € ;; 57,89 € ;; 220,41 € ;x;479 ;27;1;3;1;33;140;3;687
29/04/2022;viernes;abril;34; 1.596,67 € ; 1.338,67 € ; 809,85 € ; 142,54 € ; 31,06 € ; 355,24 € ; 46,96 € ; 23,82 € ; 10,45 € ;x;1.569 ;78 ;67 ;48 ;45 ;36 ;119 ;22 ;1.984 ;x; 101,59 € ; 7,90 € ; -   € ; 0,01 € ; -   € ;; -   € ;; 109,50 € ;x;401 ;36;3;3;2;22;17;1;485
30/04/2022;sábado;abril;19; 1.261,21 € ; 1.078,78 € ; 618,37 € ; 113,08 € ; 17,95 € ; 329,37 € ; 66,38 € ; 32,55 € ; 17,34 € ;x;1.098 ;71 ;62 ;45 ;38 ;38 ;125 ;23 ;1.500 ;x; 55,64 € ; 4,92 € ; 0,92 € ; -   € ; 0,21 € ;; -   € ;; 61,69 € ;x;274 ;30;3;1;2;25;12;1;348
01/05/2022;domingo;mayo;18; 1.325,91 € ; 1.090,16 € ; 689,00 € ; 83,09 € ; 11,89 € ; 306,19 € ; 73,66 € ; 38,28 € ; 17,01 € ;x;1.108 ;68 ;52 ;45 ;33 ;45 ;124 ;33 ;1.508 ;x; 57,19 € ; 7,12 € ; -   € ; -   € ; 0,27 € ;; -   € ;; 64,58 € ;x;270 ;35;0;0;2;33;13;5;358
02/05/2022;lunes;mayo;26; 1.348,36 € ; 1.098,02 € ; 675,28 € ; 95,91 € ; 18,77 € ; 305,65 € ; 51,86 € ; 25,97 € ; 11,76 € ;x;1.342 ;76 ;49 ;47 ;43 ;60 ;117 ;26 ;1.760 ;x; 125,41 € ; 5,28 € ; -   € ; 0,03 € ; -   € ;; -   € ;; 130,72 € ;x;411 ;32;2;4;2;40;8;0;499
03/05/2022;martes;mayo;37; 1.588,88 € ; 1.313,89 € ; 837,25 € ; 104,84 € ; 23,20 € ; 348,61 € ; 42,94 € ; 22,63 € ; 9,42 € ;x;1.214 ;103 ;40 ;47 ;49 ;53 ;109 ;34 ;1.649 ;x; 101,73 € ; 8,70 € ; 0,08 € ; 0,01 € ; 0,47 € ;; -   € ;; 110,99 € ;x;385 ;37;4;3;3;36;10;0;478
04/05/2022;miércoles;mayo;30; 1.582,98 € ; 1.261,16 € ; 707,46 € ; 124,99 € ; 14,53 € ; 409,38 € ; 52,77 € ; 23,58 € ; 13,65 € ;x;1.148 ;92 ;58 ;40 ;39 ;32 ;209 ;29 ;1.647 ;x; 97,09 € ; 5,05 € ; -   € ; -   € ; -   € ;; 62,79 € ;; 164,93 € ;x;337 ;36;2;1;2;26;110;3;517
